Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
60,ผัด,ปลาสลิดกรอบผัดพริกแกง,ปลาสลิด,พริกแกงเผ็ด,น้ำปลา,น้ำตาลปี๊บ,กะทิ,ถั่วฝักยาว,ใบมะกรูด,น้ำมัน,กระเทียม,,,,,,,,,,,,,,,,,
61,ผัด,ผัดเผ็ดปลาดุก,ปลาดุก,กระเทียม,น้ำตาล,น้ำมันหอย,พริกขี้หนู,กระชาย ,ใบมะกรูด,ใบโพระพา,น้ำปลา,น้ำมันพืช,พริกไทยอ่อน,,,,,,,,,,,,,,,
62,ผัด,ปลาช่อนผัดคื่นฉ่าย,ปลาช่อน,เต้าเจี้ยว,น้ำปลา,ซอสหอยนางรม,ขิง,คื่นฉ่าย,น้ำตาล,น้ำซุป,กระเทียม,พริกสด,น้ำมันพืช,,,,,,,,,,,,,,,
63,ผัด,ข้าวผัดปลาทูน้ำพริกกะปิ,ข้าวสวย,ไข่ไก่,เนื้อปลาทู,กระเทียม,ถั่วลันเตา,น้ำพริกกะปิ,ไข่เจียวชะอม,แตงกวา,มะนาว,ต้นหอม,น้ำมัน,,,,,,,,,,,,,,,
64,ผัด,ปลาดุกผัดพริกสด,ปลาดุก,พริกแกงเผ็ด,พริกหยวก,พริกขี้หนู,ใบมะกรูด,ใบกะเพรา,หัวกะทิ,น้ำเปล่า,กระชาย ,น้ำตาลปี๊บ,น้ำปลา,น้ำมันพืช,,,,,,,,,,,,,,
65,ผัด,น้ำพริกปลาร้าผัด,ปลาร้า,พริกแกงเผ็ด,ใบมะกรูด,ผักชีฝรั่ง,น้ำตาลปี๊บ,น้ำมันพืช,พริกขี้หนู,ผักสด,,,,,,,,,,,,,,,,,,
66,ผัด,ผัดพริกแกงไก่,ไก่,พริกแกงเผ็ด,พริกชี้หนู,พริกหยวก,ใบมะกรูด,กระเทียม,ซอสถั่วเหลือง,ถั่วฝักยาว,น้ำตาลปี๊บ,น้ำมันพืช,,,,,,,,,,,,,,,,
67,ผัด,ไก่ผัดขิง,ไก่,ขิง,เห็ดหูหนู,เต้าเจี้ยว,น้ำตาล,ซอสถั่วเปลือง,ซอสน้ำมันหอย,พริกชี้ฟ้า,หอมหัวใหญ่,กระเทียม,น้ำมันพืช,ต้นหอม,,,,,,,,,,,,,,
68,ผัด,ผัดกระเพราไก่,ไก่,กระเทียม,พริกขี้หนู,พริกหยวก,ถั่วฝักยาว,น้ำมันพืชสำหรับผัด,ซอสปรุงรส,ซอสน้ำมันหอย,ซอสถั่วเหลือง,น้ำตาล,ใบกะเพรา,แตงกวา,,,,,,,,,,,,,,
69,ผัด,ข้าวผัดแกงเขียวหวาน,ข้าวหุงสุก,ไก่,หางกะทิ,พริกแกงเขียวหวาน,น้ำตาลปี๊บ,น้ำปลา,พริกชี้ฟ้า,ใบโพระพา,มะเขือพวง,น้ำมันพืช,ผักสด,,,,,,,,,,,,,,,
70,ผัด,ผัดพริกแกงไก่มะละกอ,ไก่,พริกแกงเผ็ด,น้ำปลา,น้ำตาลปี๊บ,ใบโพระพา,พริกชี้ฟ้า,ใบมะกรูด,มะละกอ,น้ำมันพืช,,,,,,,,,,,,,,,,,
71,ผัด,ไก่ผัดเม็ดมะม่วงหิมพานต์,ไก่,ซอสปรุงรสสำหรับหมักไก่,พริกไทย,แป้งข้าวโพด,น้ำมันพืช,ซอสถั่วเหลือง,ซอสน้ำมันหอย,น้ำตาล,ไวน์แดง,น้ำมันพืช,พริกหยวกสีแดงกับสีเขียว,หอมหัวใหญ่,พริกชิ้ฟ้า,กะเทียมสด,เม็ดมะม่วงหิมพานต์,พริกแห้ง,ต้นหอม,,,,,,,,,
72,ผัด,ไก่ผัดเส้นบุกต้มยำแห้ง,ไก่,ข่า ,ตะไคร้,ใบมะกรูด,หอมแดง,พริกสด,เส้นบุก,มะเขือเทศ,น้ำปลา,น้ำตาล,มะนาว,,,,,,,,,,,,,,,
73,ผัด,ข้าวหน้าไก่,ไก่,น้ำมันงา,กระเทียม,ขิง,น้ำส้มสายชู,ซอสถั่วเหลือง,ซอสน้ำมันหอย,ซอสมะเขือเทศ,น้ำตาล,งาคั่ว,ต้นหอม,น้ำมันพืช,เครื่องเคียง,,,,,,,,,,,,,
74,ผัด,ข้าวเห็ดหอมผัดไก่,ข้าวสวย,เห็ดหอม,ไก่,ผงกาปิก้า,เกลือ,พริกไทย,หอมหัวใหญ่,ถัวลันเตา,ซอสถั่วเหลือง,น้ำตาล,น้ำมันพืช,,,,,,,,,,,,,,,
75,ผัด,ผัดไก่เสฉวน,น้ำมันรำข้าว,ไก่,ซอสถั่วเหลือง,น้ำส้มสายชู,ซอสพริก,แป้งข้าวโพด,เกลือ,พริกหยวก,ถั่วลันเตา,หอมหัวใหญ่,ขิง,กระเทียม,ต้นหอม,,,,,,,,,,,,,
76,ผัด,ไก่ผัดถั่วลิสง,ไก่,น้ำมันถั่วลิสง,พริกแห้ง,หอม,ขิง,กระเทียม,ถั่วลิสง,ซอสถั่วเหลือง,เหล้าจีน,แป้งข้าวโพด,ซอสจิ๊กโฉ่,ซอสถั่วเหลือง,ซอสฮอยซิน,น้ำมันงา,น้ำตาล,แป้งข้าวโพด,พริกเสฉวน,,,,,,,,,
77,ผัด,ข้าวผัดอเมริกัน,ข้าวหุงสุก,หอมหัวใหญ่,ไส้กรอก,ไข่ไก่,น่องไก่,ลูกเกต,ถั่วลันเตา,ซอสมะเขือเทศ,ซอสปรุงรส,น้ำตาล,น้ำมันพืช,,,,,,,,,,,,,,,
78,ผัด,ไก่กะปิ,ไก่,กะปิ,กระเทียม,พริกสด,ใบมะกรูด,ใบโพระพา,น้ำปลา,น้ำตาลปี๊บ,น้ำมันพืช,,,,,,,,,,,,,,,,,
79,ผัด,ปีกไก่คั่วพริกเกลือ,ปีกไก่,ซอสปรุงรส,น้ำตาล,แป้งทอดกรอบกรอบ,พริกไทยป่น,กระเทียม,พริกขี้หนู,รากผักชี,เกลือ,ต้นหอม,น้ำมันพืช,,,,,,,,,,,,,,,
80,ผัด,ไก่ผัดเปรี้ยวหวาน,ไก่,เกลือ,พริกหยวก,พริกหยวก,พริกหยวก,หอมหัวใหญ่,สับปะรด,ซอสมะเขือเทศ,น้ำเปล่า,เหล้าจีน,น้ำตาล,ซอสถั่วเหลือง,แป้งข้าวโพด,แป้งทอดกรอบ,น้ำมันพืช,,,,,,,,,,,
81,ผัด,ผัดกระเฉดไก่,ไก่,ผักกระเฉด,กระเทียม,พริกสด,เต้าเจี้ยว,น้ำตาล,ซอสถั่วเหลือง,ซอสหอยนางรม,น้ำมันพืช,,,,,,,,,,,,,,,,,
82,ผัด,ไก่ผัดพริกแกง,ไก่,พริกแกงเผ็ด,พริกสด,ใบมะกรูด,กระเทียม,ซีอิ๊วขาว,ถั่วฝักยาว,น้ำตาล,น้ำมันพืช,,,,,,,,,,,,,,,,,
83,ผัด,ไก่ผัดขิง,ไก่,ขิง,เห็ดหูหนู,เต้าเจี้ยว,น้ำตาล,ซีอิ๊วขาว,พริกชี้ฟ้า,หอมหัวใหญ่,กระเทียม,น้ำมันพืช,ผงรสดี,,,,,,,,,,,,,,,
84,ผัด,ไก่ผัดเต้าหู้อ่อน,ไก่,เต้าหู้ไข่,ซอสมะเขือเทศ,เห็ด,หอมหัวใหญ่,ไข่ไก่,เกลือ,น้ำตาล,กระเทียม,แป้งมัน,ซอสถ้่วเหลือง,มะเขือเทศ,ผงรสดี,น้ำเปล่า,,,,,,,,,,,,
85,ผัด,กุ้งราดกระเทียมพริกไทย,กุ้ง,กระเทียม,รากผักชี,ซอสน้ำมันหอย,น้ำตาลปี๊บ,น้ำปลา,พริกไทย,แป้งอเนกประสงค์,,,,,,,,,,,,,,,,,,
86,ผัด,กุ้งผัดไข่,ไข่ไก่,กุ้ง,ต้นหอม,กระเทียม,หอมหัวใหญ่,ซอสปรุงรส,น้ำปลา,น้ำมันพืช,,,,,,,,,,,,,,,,,,
87,ผัด,ไหลบัวผัดกุ้ง,กุ้ง,ไหลบัว,หอมแดง ,กะปิ,กระเทียม,น้ำตาลปี๊บ,น้ำปลา,ต้นหอม,พริกชี้ฟ้า,น้ำมันพืช,,,,,,,,,,,,,,,,
88,ผัด,กุ้งผัดเห็ดหอม,เห็ดหอม,แครอท,กุ้ง,น้ำซุปกระดูกหมู,น้ำปลา,ซอสน้ำมันหอย,ซอสถั่วเหลือง,น้ำตาล,แป้งสาลี,ต้นหอม,กระเทียม,น้ำมันพืช,,,,,,,,,,,,,,
89,ผัด,กุ้งผัดผงกะหรี่,กุ้ง,ต้นหอม,ผงแกงกะหรี่,หอมหัวใหญ่,ซีอิ้วขาว,ซอสน้ำมันหอย,น้ำตาลปี๊บ,เกลือ,นมข้นจืด,พริกชี้ฟ้า,ไข่ไก่,คึ่นช่าย,น้ำมันพืชสำหรับผัก,,,,,,,,,,,,,
90,ผัด,ข้าวผัดกุ้ง,ข้าวหุงสุก,กุ้ง,กระเทียม,น้ำปลา,น้ำตาล,ซอสปรุงรส,น้ำมันพืชสำหรับผัด,ไข่ไก่,หอมหัวใหญ่,แครอท,ผักชี,แตงกวา,มะเขือเทศ,มะนาว,ต้นหอม,,,,,,,,,,,
91,ผัด,ผัดไทยกุ้งสด,กุ้ง,เส้นกลาง,ถั่งงอก,หอมแดง,น้ำปลา,ซอสน้ำมันหอย,น้ำมะขามเปียก,น้ำตาลปี๊บ,ถั่วลิสง,พริกป่น,เต้าหู้,ไชโป้ว,ไข่ไก่,ใบกุยฉ่าย,ผักสด,,,,,,,,,,,
92,ผัด,กุ้งผัดพริกเผา,กุ้ง,ต้นหอม,หอมหัวใหญ่,พริกชี้ฟ้า,น้ำมันพืช,ใบโพระพา,พริกสด,กระเทียม,น้ำพริกเผา,น้ำตาลปี๊บ,น้ำปลา,,,,,,,,,,,,,,,
